time,actual time,voltage,current,capacity,SoC
0,33507,3.41177,-4.49687,3114,0.692
10,33517,3.38858,-4.49675,3101.509028,0.689224228
20,33527,3.37759,-4.49668,3089.01825,0.6864485
30,33537,3.37057,-4.4966,3076.527694,0.683672821
40,33547,3.3661,-4.49665,3064.037,0.680897111
50,33557,3.36327,-4.49664,3051.546333,0.678121407
60,33567,3.36163,-4.49672,3039.055444,0.675345654
70,33577,3.3607,-4.49674,3026.5645,0.672569889
80,33587,3.36022,-4.49686,3014.073222,0.669794049
90,33597,3.36013,-4.49684,3001.582,0.667018222
100,33607,3.36056,-4.49665,2989.091306,0.664242512
110,33617,3.36085,-4.49697,2976.599722,0.661466605
120,33627,3.3611,-4.49674,2964.108778,0.65869084
130,33637,3.36157,-4.49674,2951.617833,0.655915074
140,33647,3.36172,-4.49643,2939.12775,0.6531395
150,33657,3.36202,-4.49664,2926.637083,0.650363796
160,33667,3.36219,-4.49646,2914.146917,0.647588204
170,33677,3.36212,-4.49653,2901.656556,0.644812568
180,33687,3.36194,-4.49655,2889.166139,0.64203692
190,33697,3.3617,-4.49665,2876.675444,0.63926121
200,33707,3.3612,-4.49663,2864.184806,0.636485512
210,33717,3.36052,-4.49663,2851.694167,0.633709815
220,33727,3.35968,-4.4967,2839.203333,0.630934074
230,33737,3.35865,-4.49659,2826.712806,0.628158401
240,33747,3.35761,-4.49651,2814.2225,0.625382778
250,33757,3.35614,-4.49655,2801.732083,0.62260713
260,33767,3.35454,-4.49662,2789.241472,0.619831438
270,33777,3.35274,-4.49665,2776.750778,0.617055728
280,33787,3.35086,-4.49669,2764.259972,0.614279994
290,33797,3.34861,-4.49663,2751.769333,0.611504296
300,33807,3.34615,-4.49658,2739.278833,0.60872863
310,33817,3.34317,-4.49664,2726.788167,0.605952926
320,33827,3.34032,-4.49668,2714.297389,0.603177198
330,33837,3.33708,-4.49679,2701.806306,0.600401401
340,33847,3.33377,-4.49678,2689.31525,0.597625611
350,33857,3.33022,-4.49652,2676.824917,0.594849981
360,33867,3.32648,-4.49668,2664.334139,0.592074253
370,33877,3.32252,-4.49649,2651.843889,0.589298642
380,33887,3.31845,-4.49683,2639.352694,0.586522821
390,33897,3.31461,-4.49666,2626.861972,0.583747105
400,33907,3.31017,-4.49673,2614.371056,0.580971346
410,33917,3.30554,-4.49694,2601.879556,0.578195457
420,33927,3.30074,-4.49688,2589.388222,0.575419605
430,33937,3.29596,-4.49663,2576.897583,0.572643907
440,33947,3.29102,-4.49647,2564.407389,0.569868309
450,33957,3.28589,-4.49666,2551.916667,0.567092593
460,33967,3.2809,-4.49677,2539.425639,0.564316809
470,33977,3.27555,-4.4966,2526.935083,0.56154113
480,33987,3.27026,-4.49635,2514.445222,0.558765605
490,33997,3.26524,-4.49672,2501.954333,0.555989852
500,34007,3.2603,-4.49669,2489.463528,0.553214117
510,34017,3.25485,-4.49649,2476.973278,0.550438506
520,34027,3.24958,-4.49662,2464.482667,0.547662815
530,34037,3.24412,-4.49658,2451.992167,0.544887148
540,34047,3.23904,-4.49651,2439.501861,0.542111525
550,34057,3.23375,-4.49661,2427.011278,0.53933584
560,34067,3.22872,-4.4966,2414.520722,0.53656016
570,34077,3.22358,-4.4967,2402.029889,0.53378442
580,34087,3.21864,-4.49656,2389.539444,0.531008765
590,34097,3.21385,-4.49666,2377.048722,0.528233049
600,34107,3.20933,-4.49657,2364.55825,0.525457389
610,34117,3.20502,-4.49675,2352.067278,0.522681617
620,34127,3.20049,-4.49667,2339.576528,0.519905895
