time,actual time,voltage,current,capacity,SoC
0,17739,4.11711,-0.00107356,1949,0.649666667
10,17749,3.69084,-3.00255,1940.659583,0.646886528
20,17759,3.64874,-3.00274,1932.318639,0.644106213
30,17769,3.61302,-3.00285,1923.977389,0.641325796
40,17779,3.58202,-3.00265,1915.636694,0.638545565
50,17789,3.55518,-3.00247,1907.2965,0.6357655
60,17799,3.53259,-3.00281,1898.955361,0.63298512
70,17809,3.51247,-3.00277,1890.614333,0.630204778
80,17819,3.4934,-3.00279,1882.27325,0.627424417
90,17829,3.47648,-3.00279,1873.932167,0.624644056
100,17839,3.46123,-3.00264,1865.5915,0.621863833
110,17849,3.44747,-3.00259,1857.250972,0.619083657
120,17859,3.43493,-3.00242,1848.910917,0.616303639
130,17869,3.42355,-3.00266,1840.570194,0.613523398
140,17879,3.41283,-3.00263,1832.229556,0.610743185
150,17889,3.40347,-3.00263,1823.888917,0.607962972
160,17899,3.3947,-3.00259,1815.548389,0.605182796
170,17909,3.38691,-3.00277,1807.207361,0.602402454
180,17919,3.37989,-3.0028,1798.86625,0.599622083
190,17929,3.37275,-3.00272,1790.525361,0.596841787
200,17939,3.36641,-3.00257,1782.184889,0.59406163
210,17949,3.36034,-3.00256,1773.844444,0.591281481
220,17959,3.35468,-3.00243,1765.504361,0.588501454
230,17969,3.34953,-3.00266,1757.163639,0.585721213
240,17979,3.34459,-3.00275,1748.822667,0.582940889
250,17989,3.34,-3.00256,1740.482222,0.580160741
260,17999,3.3357,-3.0028,1732.141111,0.57738037
270,18009,3.33169,-3.00264,1723.800444,0.574600148
280,18019,3.32801,-3.00274,1715.4595,0.571819833
290,18029,3.32474,-3.00275,1707.118528,0.569039509
300,18039,3.32147,-3.00259,1698.778,0.566259333
310,18049,3.31755,-3.00257,1690.437528,0.563479176
320,18059,3.31518,-3.00256,1682.097083,0.560699028
330,18069,3.31226,-3.00263,1673.756444,0.557918815
340,18079,3.30955,-3.00257,1665.415972,0.555138657
350,18089,3.30699,-3.00255,1657.075556,0.552358519
360,18099,3.30453,-3.00253,1648.735194,0.549578398
370,18109,3.30218,-3.00289,1640.393833,0.546797944
380,18119,3.29971,-3.0025,1632.053556,0.544017852
390,18129,3.2977,-3.00278,1623.7125,0.5412375
400,18139,3.29568,-3.00255,1615.372083,0.538457361
410,18149,3.2936,-3.00231,1607.032333,0.535677444
420,18159,3.29158,-3.00259,1598.691806,0.532897269
430,18169,3.28932,-3.00273,1590.350889,0.530116963
440,18179,3.28763,-3.00264,1582.010222,0.527336741
450,18189,3.28562,-3.00267,1573.669472,0.524556491
460,18199,3.28362,-3.00259,1565.328944,0.521776315
470,18209,3.28169,-3.00255,1556.988528,0.518996176
480,18219,3.27988,-3.00268,1548.64775,0.516215917
490,18229,3.27808,-3.00263,1540.307111,0.513435704
500,18239,3.27609,-3.00269,1531.966306,0.510655435
510,18249,3.2744,-3.00275,1523.625333,0.507875111
520,18259,3.27268,-3.00287,1515.284028,0.505094676
530,18269,3.27044,-3.00264,1506.943361,0.502314454
540,18279,3.26861,-3.0025,1498.603083,0.499534361
550,18289,3.26672,-3.00246,1490.262917,0.496754306
560,18299,3.26471,-3.00264,1481.92225,0.493974083
570,18309,3.26273,-3.00273,1473.581333,0.491193778
580,18319,3.26057,-3.00252,1465.241,0.488413667
590,18329,3.25843,-3.00273,1456.900083,0.485633361
600,18339,3.2563,-3.00243,1448.56,0.482853333
610,18349,3.25422,-3.00271,1440.219139,0.480073046
620,18359,3.25201,-3.00268,1431.878361,0.477292787
630,18369,3.24968,-3.00274,1423.537417,0.474512472
640,18379,3.24731,-3.00256,1415.196972,0.471732324
650,18389,3.24482,-3.00263,1406.856333,0.468952111
660,18399,3.24229,-3.00262,1398.515722,0.466171907
670,18409,3.23976,-3.00267,1390.174972,0.463391657
680,18419,3.23724,-3.00273,1381.834056,0.460611352
690,18429,3.23429,-3.00247,1373.493861,0.457831287
700,18439,3.23162,-3.00255,1365.153444,0.455051148
710,18449,3.22878,-3.00268,1356.812667,0.452270889
720,18459,3.22606,-3.00283,1348.471472,0.449490491
730,18469,3.22333,-3.00264,1340.130806,0.446710269
740,18479,3.22029,-3.00253,1331.790444,0.443930148
750,18489,3.21712,-3.00274,1323.4495,0.441149833
760,18499,3.21377,-3.0027,1315.108667,0.438369556
770,18509,3.21068,-3.00262,1306.768056,0.435589352
780,18519,3.20738,-3.00269,1298.42725,0.432809083
790,18529,3.20399,-3.00246,1290.087083,0.430029028
800,18539,3.20082,-3.00262,1281.746472,0.427248824
810,18549,3.1974,-3.00264,1273.405806,0.424468602
820,18559,3.19412,-3.00253,1265.065444,0.421688481
830,18569,3.19096,-3.00267,1256.724694,0.418908231
840,18579,3.18777,-3.00228,1248.385028,0.416128343
850,18589,3.18466,-3.00268,1240.04425,0.413348083
860,18599,3.18116,-3.00266,1231.703528,0.410567843
870,18609,3.17788,-3.00262,1223.362917,0.407787639
880,18619,3.17455,-3.0025,1215.022639,0.405007546
890,18629,3.17118,-3.00295,1206.681111,0.402227037
900,18639,3.16774,-3.00259,1198.340583,0.399446861
910,18649,3.16458,-3.00248,1190.000361,0.396666787
920,18659,3.16125,-3.00247,1181.660167,0.393886722
930,18669,3.15817,-3.00252,1173.319833,0.391106611
940,18679,3.15498,-3.00265,1164.979139,0.38832638
950,18689,3.15178,-3.00266,1156.638417,0.385546139
960,18699,3.14853,-3.00255,1148.298,0.382766
970,18709,3.14507,-3.0026,1139.957444,0.379985815
980,18719,3.14175,-3.0027,1131.616611,0.377205537
990,18729,3.13854,-3.00272,1123.275722,0.374425241
1000,18739,3.13533,-3.00264,1114.935056,0.371645019
1010,18749,3.132,-3.0027,1106.594222,0.368864741
1020,18759,3.12878,-3.00278,1098.253167,0.366084389
1030,18769,3.12575,-3.00275,1089.912194,0.363304065
1040,18779,3.12255,-3.0026,1081.571639,0.36052388
1050,18789,3.11944,-3.00266,1073.230917,0.357743639
1060,18799,3.11611,-3.00256,1064.890472,0.354963491
1070,18809,3.11299,-3.00246,1056.550306,0.352183435
1080,18819,3.10969,-3.00235,1048.210444,0.349403481
1090,18829,3.1064,-3.00242,1039.870389,0.346623463
1100,18839,3.10334,-3.00269,1031.529583,0.343843194
1110,18849,3.1,-3.00271,1023.188722,0.341062907
